Crocus sativus
serum potassium levels
severe left ventricular
significantly different among
increased nicotine exposure
10 healthy subjects
improved cardiac function
double blind study
total cumulative dose
term timolol treatment
statistically significant changes
acute renal insufficiency
department seizure patients
year serum creatinine
increased cardiac output
tacrolimus side effects
injection drug users
old man developed
common side effect
oral amiodarone therapy
normal conscious rats
chronic kidney disease
ovarian cancer patients
heart rate remained
30 min prior
users performed significantly
kg per day
higher cumulative dose
third group received
epileptic control group
ocular adverse effects
case report suggests
rizatriptan 10 mg
old male received
total cardiovascular disease
daily levodopa dose
transient renal failure
baseline blood pressure
higher baseline blood
rare side effect
patients receiving AmB
also statistically significant
METH significantly increased
blood pressure remained
AZT treated mice
developing acute renal
minutes per patient
following phenytoin treatment
renal replacement therapy
three Chinese patients
single oral dose
dose per body
rare adverse effect
showed significant difference
renal function remained
100 mg twice
patients experienced grade
decreased arterial blood
age 50 years
side effects including
status epilepticus induced
serious side effects
previously untreated patients
within 30 min
developed complete heart
significantly improved cardiac
diabetic nephropathy patients
induced cardiac hypertrophy
either blood pressure
receptor antagonist used
decreased renal function
following renal transplantation
present results suggest
induced cardiovascular alterations
DOX control mice
pathological changes induced
related cardiac events
chronic heart failure
induced hearing loss
serious adverse effects
serum calcium levels
per patient per
200 mg daily
increases blood pressure
drug users receiving
dose methylprednisolone may
induced locomotor stimulation
coronary heart disease
mice hippocampus treated
left heart syndrome
chronic liver disease
renal failure secondary
related brain damage
heart failure caused
first time period
man developed acute
myocardial ischemia induced
matched control rats
adverse reactions associated
One patient showed
PB treated rats
chronically treated rats
showed significant increases
important adverse effect
induced dyskinesia among
effective renal plasma
common side effects
normal Wistar rats
two patients suffering
nephrotic syndrome induced
80 mg daily
significant greater mean
known side effect
Wistar rats following
associated bladder cancer
animals without seizures
induced peripheral neuropathy
compared among groups
induced parkinsonian symptoms
Wistar rats received
high risk surgery
myocardial hypertrophy induced
induced acute interstitial
induced thrombocytopenia type
renal failure following
severe heart failure
data also suggest
common adverse effects
significant protective effect
also received intravenous
significantly higher incidence
15 mg paclitaxel
dose intravenous calcium
known adverse effect
administered 30 min
One patient developed
mean daily dose
acute liver injury
among elderly patients
toxic side effects
possible adverse effect
induced locomotor activity
given 30 min
kg per min
patients undergoing chemotherapy
motor side effects
first case report
term lithium therapy
cardiovascular disease risk
five patients experienced
liver failure due
acute coronary syndrome
acute heart failure
levodopa adverse effects
induced lung toxicity
decreased blood pressure
blood pressure decrease
chronic morphine administration
four control groups
patients receiving tacrolimus
chemotherapy induced neurotoxicity
related side effects
induced liver injury
potential adverse effect
present study investigated
kidney adverse effects
induced cardiac arrest
Dawley rats treated
present study examined
Two patients developed
developed acute renal
50 micrograms kg
common among patients
cardiac surgical patients
memory impairment induced
without heart failure
normal renal function
100 mg daily
induced epilepsy model
total daily dose
term combination therapy
induced renal insufficiency
mean heart rate
system side effects
induced long QT
20 micrograms kg
cancer patients undergoing
increased heart rate
mg per day
developed acute hepatitis
10 micrograms kg
treated rats exhibited
kg doxorubicin given
malignant syndrome induced
reduced blood pressure
blood pressure without
female rats showed
chronic low dose
heart rate response
induced cardiomyopathy due
mean blood pressure
Twenty patients received
induced dyskinesias without
report two cases
DOX rats compared
term lithium treatment
three treatment groups
received high doses
female rats also
week treatment period
induced ventricular tachycardia
single dose studies
associated risk factors
risk factors associated
patients receiving heparin
receive 10 mg
breast cancer patients
total dose infusion
patients receiving continuous
describe three patients
acute renal injury
increase blood pressure
reported side effects
side effects caused
nine patients showed
acute renal dysfunction
induced pressor effect
heart rate compared
induced locomotor response
concentrations increased significantly
elderly patients using
isoproterenol induced myocardial
patients showed delayed
one patient receiving
patients without bone
Five patients developed
Three patients developed
brain tumor patients
concentration increased significantly
two control groups
may cause acute
induced cardiac dysfunction
single 50 mg
cause acute renal
patients receiving lithium
single high dose
severe side effects
cardiac transplant patients
patients undergoing cardiac
results may suggest
five patients receiving
19 patients without
kg per dose
renal transplant patients
patients showed improvement
high dose intravenous
multiple dose study
like syndrome induced
induced myocardial stress
induced acute liver
also showed increased
four treatment groups
also significantly increased
old patient developed
induced myocardial damage
side effect associated
normal control group
increased risk reported
cancer patients receiving
significantly increased risk
patient also received
control group received
adverse cardiac effects
patient developed acute
developed renal failure
induced myocardial injury
patients receiving single
rats also showed
treated rats presented
motor activity induced
one patient developed
renal failure associated
significant adverse effects
patients receiving high
treated rats compared
30 patients receiving
induced peak dose
induced acute kidney
induced acute hepatitis
induced acute myocardial
group reported significantly
induced renal dysfunction
induced renal damage
rats per group
induced cardiac injury
renal disease developed
induced ALF patients
induced liver damage
adverse renal effects
induced psychosis patients
cancer patients without
kg total dose
induced heart failure
patients without heart
adverse effects associated
transplant patients treated
40 mg kg
renal damage induced
heart failure patients
renal injury induced
12 patients received
treated patients demonstrated
heart failure induced
treated rats showed
renal failure induced
induced acute renal
30 mg kg
patients developed acute
patients following renal
failure patients treated
Preventive Services Task Force
IH636 grape seed proanthocyanidin
King Fahad National Guard
des Arg10 HOE 140
grape seed proanthocyanidin extract
Buschke Selective Reminding Test
Fahad National Guard Hospital
Multiple Sleep Latency Test
liquid crystalline cubic phases
New York Heart Association
HMG CoA reductase inhibitors
II pro fi les
fluocinolone acetonide intravitreal implant
substantia nigra pars reticulata
photon emission computed tomography
interscalene brachial plexus block
Eastern Ontario Pain Scale
Drug Interaction Probability Scale
transient evoked otoacoustic emissions
World Health Organization Grade
contractile element shortening velocity
intractable atrioventricular reentrant tachycardia
Clinical Global Impressions scale
Eastern Cooperative Oncology Group
hospital postpartum rubella vaccine
Sural nerve SAP amplitude
Pure red cell aplasia
fresh frozen plasma replacement
repetitive transcranial magnetic stimulation
glial fibrillary acidic protein
HT1B receptor ligands microinjected
sural nerve SAP amplitude
incubated Heinz body formation
continuous ambulatory peritoneal dialysis
kappaB activation attenuates tubulointerstitial
pentose phosphate shunt activity
ipsilateral vocal cord paralysis
